sku_id,warehouse_id,records,total_units_sold,avg_units_sold,avg_inventory_level,avg_reorder_point,avg_inventory_buffer,avg_lead_time,avg_forecast_error,avg_absolute_forecast_error,promotion_rate,reorder_risk_rate,risk_segment
SKU_24,WH_4,365,7236,19.824657534246576,461.8794520547945,301.0,160.8794520547945,13.0,-0.02320547945205473,2.5026575342465756,0.07397260273972603,0.057534246575342465,Upper-mid risk
SKU_25,WH_5,365,7433,20.364383561643837,472.2849315068493,311.0,161.28493150684932,7.0,-0.056082191780821945,2.3224383561643838,0.10684931506849316,0.057534246575342465,Upper-mid risk
SKU_13,WH_2,365,7489,20.517808219178082,519.8191780821918,350.0,169.81917808219177,11.0,-0.37161643835616426,2.398027397260274,0.07671232876712329,0.057534246575342465,Upper-mid risk
SKU_1,WH_4,365,7449,20.40821917808219,494.76438356164385,333.0,161.76438356164383,9.0,-0.1612602739726028,2.369972602739726,0.1178082191780822,0.057534246575342465,Upper-mid risk
SKU_10,WH_2,365,7220,19.78082191780822,470.3917808219178,310.0,160.39178082191782,10.0,-0.10035616438356157,2.5905479452054796,0.11232876712328767,0.057534246575342465,Upper-mid risk
SKU_13,WH_5,365,7330,20.08219178082192,471.241095890411,305.0,166.24109589041095,7.0,-0.07690410958904115,2.331808219178082,0.10136986301369863,0.057534246575342465,Upper-mid risk
SKU_14,WH_3,365,7387,20.23835616438356,451.6958904109589,283.0,168.6958904109589,3.0,0.1663013698630137,2.3,0.1095890410958904,0.057534246575342465,Upper-mid risk
SKU_17,WH_2,365,7248,19.85753424657534,534.0602739726028,372.0,162.06027397260274,13.0,-0.13830136986301378,2.23386301369863,0.11232876712328767,0.057534246575342465,Upper-mid risk
SKU_17,WH_4,365,7271,19.92054794520548,495.92328767123286,341.0,154.92328767123288,5.0,0.26695890410958906,2.6831232876712328,0.1232876712328767,0.057534246575342465,Upper-mid risk
SKU_19,WH_3,365,7275,19.931506849315067,474.13424657534244,295.0,179.13424657534247,4.0,-0.12498630136986306,2.4764383561643837,0.12054794520547946,0.057534246575342465,Upper-mid risk
SKU_17,WH_3,365,7361,20.167123287671235,499.55342465753426,339.0,160.55342465753424,3.0,-0.07202739726027395,2.325890410958904,0.10410958904109589,0.057534246575342465,Upper-mid risk
SKU_1,WH_1,365,7472,20.471232876712328,555.5479452054794,379.0,176.54794520547946,14.0,0.0030136986301370363,2.3487671232876712,0.10684931506849316,0.057534246575342465,Upper-mid risk
SKU_36,WH_5,365,7259,19.887671232876713,434.3068493150685,270.0,164.3068493150685,12.0,-0.0006575342465753698,2.5595068493150688,0.08767123287671233,0.057534246575342465,Upper-mid risk
SKU_35,WH_3,365,7288,19.96712328767123,424.9890410958904,277.0,147.9890410958904,7.0,-0.06813698630136986,2.498712328767123,0.10684931506849316,0.057534246575342465,Upper-mid risk
SKU_39,WH_1,365,7423,20.336986301369862,555.5534246575343,390.0,165.55342465753424,10.0,0.26723287671232887,2.242191780821918,0.09863013698630137,0.057534246575342465,Upper-mid risk
SKU_4,WH_2,365,7406,20.29041095890411,485.44657534246574,317.0,168.44657534246576,13.0,0.07668493150684923,2.2535616438356167,0.09041095890410959,0.057534246575342465,Upper-mid risk
SKU_39,WH_4,365,7127,19.526027397260275,507.84657534246577,345.0,162.84657534246574,11.0,-0.2756164383561644,2.400219178082192,0.07945205479452055,0.057534246575342465,Upper-mid risk
SKU_41,WH_1,365,7268,19.912328767123288,535.0054794520548,370.0,165.0054794520548,12.0,-0.18326027397260275,2.4659452054794517,0.1095890410958904,0.057534246575342465,Upper-mid risk
SKU_41,WH_3,365,7416,20.317808219178083,398.81369863013697,222.0,176.813698630137,13.0,0.11169863013698623,2.354821917808219,0.09041095890410959,0.057534246575342465,Upper-mid risk
SKU_42,WH_3,365,7363,20.172602739726027,534.1671232876712,367.0,167.16712328767125,12.0,0.07654794520547942,2.374958904109589,0.07671232876712329,0.057534246575342465,Upper-mid risk
SKU_47,WH_2,365,7352,20.14246575342466,537.772602739726,370.0,167.77260273972604,11.0,0.02515068493150688,2.4388493150684933,0.10136986301369863,0.057534246575342465,Upper-mid risk
SKU_49,WH_2,365,7342,20.115068493150684,534.4876712328767,373.0,161.48767123287672,6.0,0.061205479452054797,2.486958904109589,0.10684931506849316,0.057534246575342465,Upper-mid risk
SKU_6,WH_3,365,7160,19.616438356164384,477.0876712328767,322.0,155.08767123287672,10.0,-0.07920547945205483,2.3085753424657534,0.10410958904109589,0.057534246575342465,Upper-mid risk
SKU_6,WH_2,365,7279,19.942465753424656,387.2,217.0,170.2,14.0,-0.17512328767123284,2.415068493150685,0.11232876712328767,0.057534246575342465,Upper-mid risk
SKU_5,WH_3,365,7322,20.06027397260274,455.2931506849315,297.0,158.2931506849315,11.0,-0.03684931506849317,2.35586301369863,0.09863013698630137,0.057534246575342465,Upper-mid risk
SKU_3,WH_4,365,7384,20.23013698630137,519.917808219178,355.0,164.91780821917808,10.0,-0.11791780821917817,2.5705753424657534,0.1178082191780822,0.057534246575342465,Upper-mid risk
SKU_28,WH_5,365,7307,20.019178082191782,519.8054794520548,360.0,159.80547945205478,12.0,0.09342465753424656,2.508054794520548,0.09863013698630137,0.057534246575342465,Upper-mid risk
SKU_30,WH_4,365,7165,19.63013698630137,405.172602739726,252.0,153.17260273972602,7.0,0.25619178082191785,2.4959726027397258,0.1095890410958904,0.057534246575342465,Upper-mid risk
SKU_22,WH_3,365,7506,20.564383561643837,378.4164383561644,211.0,167.41643835616438,4.0,0.10556164383561648,2.466219178082192,0.10684931506849316,0.057534246575342465,Upper-mid risk
SKU_20,WH_4,365,7313,20.035616438356165,496.0794520547945,327.0,169.07945205479453,2.0,0.060630136986301396,2.232739726027397,0.08767123287671233,0.057534246575342465,Upper-mid risk
SKU_1,WH_5,365,7445,20.397260273972602,546.9123287671233,366.0,180.91232876712328,4.0,-0.07005479452054797,2.5575616438356166,0.09863013698630137,0.057534246575342465,Upper-mid risk
SKU_10,WH_1,365,7307,20.019178082191782,527.3835616438356,361.0,166.3835616438356,13.0,-0.05586301369863016,2.3827123287671235,0.10136986301369863,0.057534246575342465,Upper-mid risk
SKU_10,WH_5,365,7397,20.265753424657536,408.73424657534247,246.0,162.73424657534247,9.0,-0.056547945205479413,2.430082191780822,0.09315068493150686,0.057534246575342465,Upper-mid risk
SKU_1,WH_3,365,7361,20.167123287671235,483.6849315068493,314.0,169.68493150684932,6.0,0.060630136986301354,2.357835616438356,0.08767123287671233,0.057534246575342465,Upper-mid risk
SKU_6,WH_5,365,7307,20.019178082191782,488.1232876712329,326.0,162.12328767123287,3.0,0.13501369863013699,2.288109589041096,0.1095890410958904,0.057534246575342465,Upper-mid risk
SKU_9,WH_3,365,7396,20.263013698630136,465.8191780821918,307.0,158.81917808219177,14.0,0.04745205479452051,2.3166027397260276,0.11506849315068493,0.057534246575342465,Upper-mid risk
SKU_50,WH_4,365,7298,19.994520547945207,375.2301369863014,218.0,157.23013698630137,14.0,0.032493150684931575,2.222082191780822,0.07123287671232877,0.057534246575342465,Upper-mid risk
SKU_50,WH_1,365,7244,19.846575342465755,418.8,245.0,173.8,10.0,-0.011561643835616494,2.2798356164383566,0.09315068493150686,0.057534246575342465,Upper-mid risk
SKU_9,WH_4,365,7391,20.24931506849315,485.8493150684931,323.0,162.84931506849315,3.0,0.1975616438356164,2.2123013698630136,0.09315068493150686,0.057534246575342465,Upper-mid risk
SKU_7,WH_5,365,7150,19.589041095890412,392.02465753424656,233.0,159.0246575342466,8.0,0.08964383561643831,2.4225753424657532,0.11232876712328767,0.057534246575342465,Upper-mid risk
SKU_9,WH_2,365,7355,20.15068493150685,544.158904109589,384.0,160.15890410958903,12.0,-0.025178082191780898,2.3493424657534248,0.1178082191780822,0.057534246575342465,Upper-mid risk
SKU_46,WH_3,365,7396,20.263013698630136,417.84657534246577,253.0,164.84657534246574,11.0,-0.041041095890411036,2.3997808219178083,0.10410958904109589,0.057534246575342465,Upper-mid risk
SKU_44,WH_5,365,7350,20.136986301369863,410.33698630136985,246.0,164.33698630136988,4.0,-0.006054794520547913,2.3496712328767124,0.1232876712328767,0.057534246575342465,Upper-mid risk
SKU_45,WH_4,365,7191,19.7013698630137,417.1616438356164,244.0,173.16164383561645,3.0,-0.11454794520547947,2.331917808219178,0.0821917808219178,0.057534246575342465,Upper-mid risk
SKU_11,WH_5,365,7224,19.791780821917808,518.9260273972603,349.0,169.92602739726027,3.0,-0.17852054794520555,2.178794520547945,0.12054794520547946,0.057534246575342465,Upper-mid risk
SKU_22,WH_4,365,7255,19.876712328767123,535.1041095890411,374.0,161.1041095890411,11.0,-0.1256164383561644,2.397945205479452,0.11232876712328767,0.057534246575342465,Upper-mid risk
SKU_24,WH_3,365,7159,19.613698630136987,383.34520547945203,209.0,174.34520547945206,10.0,-0.01353424657534246,2.4518904109589044,0.07671232876712329,0.057534246575342465,Upper-mid risk
SKU_3,WH_3,365,7354,20.147945205479452,425.8821917808219,249.0,176.88219178082193,9.0,-0.15961643835616435,2.259397260273973,0.11232876712328767,0.0547945205479452,Lower-mid risk
SKU_27,WH_5,365,7357,20.156164383561645,522.0876712328767,353.0,169.08767123287672,2.0,-0.047589041095890385,2.2897260273972604,0.08767123287671233,0.0547945205479452,Lower-mid risk
SKU_28,WH_3,365,7211,19.756164383561643,414.88493150684934,243.0,171.8849315068493,10.0,-0.008493150684931467,2.402849315068493,0.11506849315068493,0.0547945205479452,Lower-mid risk
SKU_3,WH_1,365,7354,20.147945205479452,403.58082191780824,240.0,163.5808219178082,14.0,-0.05265753424657538,2.4097534246575343,0.09315068493150686,0.0547945205479452,Lower-mid risk
SKU_26,WH_1,365,7344,20.12054794520548,509.93424657534246,335.0,174.93424657534246,2.0,-0.1269589041095891,2.2350684931506852,0.08493150684931507,0.0547945205479452,Lower-mid risk
SKU_29,WH_5,365,7270,19.91780821917808,392.627397260274,218.0,174.62739726027397,11.0,0.16320547945205474,2.3316986301369864,0.09863013698630137,0.0547945205479452,Lower-mid risk
SKU_22,WH_1,365,7267,19.90958904109589,457.03287671232874,282.0,175.03287671232877,4.0,0.007671232876712453,2.2934246575342465,0.11232876712328767,0.0547945205479452,Lower-mid risk
SKU_25,WH_4,365,7323,20.063013698630137,455.76438356164385,273.0,182.76438356164383,9.0,0.1462191780821918,2.421890410958904,0.10684931506849316,0.0547945205479452,Lower-mid risk
SKU_25,WH_2,365,7162,19.621917808219177,520.2821917808219,352.0,168.2821917808219,3.0,-0.014273972602739802,2.3566301369863014,0.09863013698630137,0.0547945205479452,Lower-mid risk
SKU_21,WH_4,365,7355,20.15068493150685,554.9616438356164,379.0,175.96164383561643,8.0,-0.06676712328767119,2.519643835616438,0.12054794520547946,0.0547945205479452,Lower-mid risk
SKU_20,WH_5,365,7239,19.832876712328765,424.28767123287673,246.0,178.2876712328767,2.0,-0.22142465753424664,2.3679452054794523,0.1095890410958904,0.0547945205479452,Lower-mid risk
SKU_25,WH_1,365,7333,20.09041095890411,486.28767123287673,314.0,172.2876712328767,5.0,-0.11347945205479452,2.3725479452054796,0.09863013698630137,0.0547945205479452,Lower-mid risk
SKU_23,WH_4,365,7226,19.797260273972604,409.91506849315067,236.0,173.9150684931507,14.0,-0.04241095890410959,2.4816438356164388,0.08767123287671233,0.0547945205479452,Lower-mid risk
SKU_15,WH_4,365,7458,20.432876712328767,406.041095890411,224.0,182.04109589041096,5.0,-0.1547945205479452,2.369095890410959,0.10136986301369863,0.0547945205479452,Lower-mid risk
SKU_16,WH_4,365,7276,19.934246575342467,535.2602739726027,367.0,168.26027397260273,4.0,-0.15605479452054788,2.1990136986301367,0.0958904109589041,0.0547945205479452,Lower-mid risk
SKU_10,WH_3,365,7279,19.942465753424656,385.25479452054793,218.0,167.25479452054793,5.0,-0.010054794520547937,2.2313698630136987,0.11232876712328767,0.0547945205479452,Lower-mid risk
SKU_15,WH_1,365,7264,19.9013698630137,495.7013698630137,327.0,168.7013698630137,13.0,-0.4029041095890411,2.3665205479452056,0.09041095890410959,0.0547945205479452,Lower-mid risk
SKU_11,WH_3,365,7287,19.964383561643835,505.1808219178082,342.0,163.18082191780823,13.0,-0.21167123287671227,2.357698630136986,0.10136986301369863,0.0547945205479452,Lower-mid risk
SKU_13,WH_3,365,7241,19.838356164383562,553.7232876712329,382.0,171.72328767123287,14.0,0.18884931506849312,2.288191780821918,0.08493150684931507,0.0547945205479452,Lower-mid risk
SKU_26,WH_3,365,7222,19.786301369863015,399.7287671232877,222.0,177.72876712328767,14.0,-0.13095890410958902,2.397205479452055,0.1095890410958904,0.0547945205479452,Lower-mid risk
SKU_26,WH_4,365,7322,20.06027397260274,505.3808219178082,331.0,174.38082191780822,14.0,0.02479452054794527,2.346712328767123,0.14520547945205478,0.0547945205479452,Lower-mid risk
SKU_29,WH_2,365,7474,20.476712328767125,514.9424657534247,346.0,168.94246575342467,14.0,0.014164383561643852,2.441890410958904,0.11232876712328767,0.0547945205479452,Lower-mid risk
SKU_19,WH_1,365,7350,20.136986301369863,458.3424657534247,287.0,171.34246575342465,8.0,0.19945205479452058,2.237095890410959,0.11506849315068493,0.0547945205479452,Lower-mid risk
SKU_19,WH_2,365,7268,19.912328767123288,485.0904109589041,316.0,169.0904109589041,8.0,0.03652054794520541,2.4394794520547944,0.1178082191780822,0.0547945205479452,Lower-mid risk
SKU_16,WH_5,365,7277,19.936986301369863,557.331506849315,394.0,163.33150684931508,2.0,-0.1503835616438355,2.3261095890410957,0.08767123287671233,0.0547945205479452,Lower-mid risk
SKU_16,WH_2,365,7222,19.786301369863015,496.4986301369863,327.0,169.4986301369863,11.0,0.015506849315068554,2.417150684931507,0.09041095890410959,0.0547945205479452,Lower-mid risk
SKU_16,WH_3,365,7374,20.202739726027396,504.0301369863014,336.0,168.03013698630136,6.0,-0.11956164383561647,2.296164383561644,0.11232876712328767,0.0547945205479452,Lower-mid risk
SKU_18,WH_1,365,7405,20.28767123287671,516.758904109589,346.0,170.75890410958905,2.0,-0.026465753424657613,2.3526027397260276,0.09863013698630137,0.0547945205479452,Lower-mid risk
SKU_12,WH_5,365,7259,19.887671232876713,512.7424657534247,349.0,163.74246575342465,6.0,0.017397260273972603,2.23027397260274,0.10684931506849316,0.0547945205479452,Lower-mid risk
SKU_8,WH_3,365,7247,19.854794520547944,376.6794520547945,207.0,169.67945205479452,4.0,-0.1936712328767124,2.2533972602739727,0.10410958904109589,0.0547945205479452,Lower-mid risk
SKU_9,WH_1,365,7340,20.10958904109589,423.04383561643834,254.0,169.04383561643834,11.0,0.07142465753424655,2.237780821917808,0.1095890410958904,0.0547945205479452,Lower-mid risk
SKU_7,WH_3,365,7261,19.893150684931506,528.0794520547945,358.0,170.07945205479453,3.0,0.07758904109589047,2.3647671232876712,0.10684931506849316,0.0547945205479452,Lower-mid risk
SKU_8,WH_1,365,7449,20.40821917808219,485.3013698630137,305.0,180.3013698630137,13.0,0.16465753424657545,2.5037808219178084,0.0958904109589041,0.0547945205479452,Lower-mid risk
SKU_9,WH_5,365,7373,20.2,518.5780821917808,345.0,173.57808219178082,13.0,-0.027178082191780778,2.3837260273972602,0.09041095890410959,0.0547945205479452,Lower-mid risk
SKU_5,WH_2,365,7285,19.958904109589042,422.4739726027397,260.0,162.47397260273974,2.0,0.057178082191780735,2.5816712328767126,0.08767123287671233,0.0547945205479452,Lower-mid risk
SKU_50,WH_2,365,7452,20.416438356164385,401.43013698630136,230.0,171.43013698630136,3.0,-0.008356164383561616,2.2823287671232877,0.1095890410958904,0.0547945205479452,Lower-mid risk
SKU_7,WH_1,365,7401,20.276712328767122,563.7068493150684,386.0,177.7068493150685,3.0,-0.07271232876712326,2.423123287671233,0.14246575342465753,0.0547945205479452,Lower-mid risk
SKU_46,WH_1,365,7134,19.545205479452054,546.8821917808219,381.0,165.88219178082193,10.0,-0.30936986301369857,2.3511780821917805,0.11232876712328767,0.0547945205479452,Lower-mid risk
SKU_46,WH_4,365,7280,19.945205479452056,471.73972602739724,299.0,172.73972602739727,12.0,-0.14493150684931505,2.4296438356164387,0.08767123287671233,0.0547945205479452,Lower-mid risk
SKU_44,WH_2,365,7393,20.254794520547946,509.972602739726,335.0,174.97260273972603,2.0,0.062191780821917765,2.4455342465753427,0.10410958904109589,0.0547945205479452,Lower-mid risk
SKU_44,WH_4,365,7301,20.002739726027396,410.96438356164384,242.0,168.96438356164384,12.0,0.1723561643835616,2.503753424657534,0.09315068493150686,0.0547945205479452,Lower-mid risk
SKU_5,WH_1,365,7323,20.063013698630137,511.52054794520546,338.0,173.5205479452055,4.0,0.243972602739726,2.3435342465753424,0.07945205479452055,0.0547945205479452,Lower-mid risk
SKU_50,WH_5,365,7228,19.802739726027397,443.386301369863,283.0,160.38630136986302,7.0,-0.5464383561643836,2.608630136986301,0.11506849315068493,0.0547945205479452,Lower-mid risk
SKU_49,WH_5,365,7122,19.512328767123286,415.1315068493151,254.0,161.13150684931506,4.0,-0.029041095890410856,2.429917808219178,0.09315068493150686,0.0547945205479452,Lower-mid risk
SKU_44,WH_1,365,7440,20.383561643835616,434.93424657534246,252.0,182.93424657534246,7.0,-0.047479452054794535,2.4585479452054795,0.10410958904109589,0.0547945205479452,Lower-mid risk
SKU_49,WH_3,365,7332,20.087671232876712,374.5342465753425,201.0,173.53424657534248,12.0,-0.14471232876712334,2.543835616438356,0.11506849315068493,0.0547945205479452,Lower-mid risk
SKU_47,WH_4,365,7339,20.106849315068494,512.1917808219179,345.0,167.1917808219178,5.0,-0.02712328767123285,2.5092054794520546,0.09315068493150686,0.0547945205479452,Lower-mid risk
SKU_45,WH_5,365,7270,19.91780821917808,393.7945205479452,220.0,173.7945205479452,3.0,0.25501369863013706,2.3024657534246575,0.10684931506849316,0.0547945205479452,Lower-mid risk
SKU_45,WH_3,365,7110,19.47945205479452,556.3945205479451,393.0,163.3945205479452,9.0,0.0032602739726026436,2.433342465753425,0.07671232876712329,0.0547945205479452,Lower-mid risk
SKU_43,WH_3,365,7333,20.09041095890411,544.5369863013699,378.0,166.53698630136986,7.0,-0.10276712328767122,2.483643835616438,0.10684931506849316,0.0547945205479452,Lower-mid risk
SKU_43,WH_4,365,7405,20.28767123287671,496.94246575342464,320.0,176.94246575342467,7.0,-0.059287671232876774,2.2994520547945205,0.10684931506849316,0.0547945205479452,Lower-mid risk
SKU_43,WH_5,365,7371,20.194520547945206,415.6931506849315,249.0,166.6931506849315,14.0,0.058465753424657464,2.4085479452054797,0.07945205479452055,0.0547945205479452,Lower-mid risk
SKU_4,WH_4,365,7331,20.084931506849315,404.71232876712327,233.0,171.7123287671233,12.0,0.14005479452054792,2.3953424657534246,0.0821917808219178,0.0547945205479452,Lower-mid risk
SKU_34,WH_2,365,7298,19.994520547945207,411.96438356164384,248.0,163.96438356164384,5.0,-0.10216438356164381,2.3315890410958904,0.10410958904109589,0.0547945205479452,Lower-mid risk
SKU_34,WH_1,365,7129,19.53150684931507,468.86301369863014,299.0,169.86301369863014,4.0,0.007945205479452084,2.4397808219178083,0.09315068493150686,0.0547945205479452,Lower-mid risk
SKU_32,WH_1,365,7343,20.117808219178084,470.9808219178082,291.0,179.9808219178082,6.0,-0.015452054794520467,2.3847671232876713,0.0958904109589041,0.0547945205479452,Lower-mid risk
